channel_id,channel_name,description,duration,educational_indicators,genre,quality_score,search_query,thumbnail_url,title,upload_date,video_id,view_count,youtube_url
UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,While ,14:19,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 859}",ai-innovation,0.7,AI in healthcare breakthroughs,https://i.ytimg.com/vi/N3wJwz97b8A/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBzMvoItom-g8S3jghTYcWwtHfvVA,The future of AI in medicine  | Conor Judge | TEDxGalway,1 year ago,N3wJwz97b8A,100436,https://www.youtube.com/watch?v=N3wJwz97b8A
UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,Is ,10:10,"{'has_transcript': False, 'educational_keywords': ['learn'], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 610}",ai-innovation,0.7,AI in education technology,https://i.ytimg.com/vi/gjDPtzJQnyM/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhyIE0oRjAP&rs=AOn4CLA0zb01UX1foZtnK9g6mh3tPunE-w,"Machine Learning, AI, and the Future of Education | Marc Natanagara | TEDxBrookdaleCommunityCollege",1 year ago,gjDPtzJQnyM,82819,https://www.youtube.com/watch?v=gjDPtzJQnyM
UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,AI,16:36,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 996}",ai-innovation,0.6499999999999999,AI in education technology,https://i.ytimg.com/vi/oV6HWzzeD-I/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCQlkJGCOoQsDlxI0gQY_SlhzgJ5g,AI Will Reshape Education. Are We Building Tools We Can Trust? | Jim Chilton | TEDxSNHU,2 months ago,oV6HWzzeD-I,15635,https://www.youtube.com/watch?v=oV6HWzzeD-I
UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,Artificial intelligence,8:37,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 517}",ai-innovation,0.6499999999999999,AI innovation challenges,https://i.ytimg.com/vi/uvqDTbusdUU/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARhyIEsoODAP&rs=AOn4CLCyUvqVrk-VoCVzrIv9yE9gu8990w,Artificial intelligence in healthcare: opportunities and challenges | Navid Toosi Saidy | TEDxQUT,3 years ago,uvqDTbusdUU,232485,https://www.youtube.com/watch?v=uvqDTbusdUU
UCW0cG4zyFG8oKAlOom4KonQ,Henrik Kniberg,Covers questions like What is ,17:57,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 1077}",ai-innovation,0.6000000000000001,generative AI applications,https://i.ytimg.com/vi/2IK3DFHRFfw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCCD-i_Isf_eOAAiy_5MSEFmCMO-g,Generative AI in a Nutshell - how to survive and thrive in the age of AI,1 year ago,2IK3DFHRFfw,3266471,https://www.youtube.com/watch?v=2IK3DFHRFfw
UCKWaEZ-_VweaEx1j62do_vQ,IBM Technology,"Join Jeff Crume as he dives into the distinctions between Artificial Intelligence (AI), ",10:01,"{'has_transcript': False, 'educational_keywords': ['explained', 'learn'], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 601}",ai-innovation,0.6,deep learning advancements,https://i.ytimg.com/vi/qYNweeDHiyU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDqKEjbYKsQ5UOPed6OpHoLzjvSqw,"AI, Machine Learning, Deep Learning and Generative AI Explained",10 months ago,qYNweeDHiyU,1784693,https://www.youtube.com/watch?v=qYNweeDHiyU
UC415bOPUcGSamy543abLmRA,Cleo Abram,What NVIDIA is trying to build next… Subscribe for more optimistic science and tech stories from our show Huge If True. You're ...,1:03:03,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 3783}",ai-innovation,0.6,computer vision future,https://i.ytimg.com/vi/7ARBJQn6QkM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCKjHSpBQv6xSqhTHjZSo-WnBbnbg,NVIDIA CEO Jensen Huang's Vision for the Future,4 months ago,7ARBJQn6QkM,3038671,https://www.youtube.com/watch?v=7ARBJQn6QkM
UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,"Gilmour, CEO of Laconic Global, explains how advancements in ",7:23,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 443}",ai-innovation,0.6,AI in finance innovation,https://i.ytimg.com/vi/CypoJDvwcjg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDIo0B2igQVEqfrDtVRnel5NVIs6Q,How AI and financial innovation could save the planet | Andrew Gilmour | TEDxStGeorgeStudio,8 months ago,CypoJDvwcjg,84647,https://www.youtube.com/watch?v=CypoJDvwcjg
UCQMqUlg362Hhar_iCZ9tcjQ,McKinsey & Company,"Companies are striving for end-to-end visibility, efficiency, and agility in their ",30:05,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 1805}",ai-innovation,0.6,AI in supply chain management,https://i.ytimg.com/vi/utegmMHMFKE/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARgTID0ofzAP&rs=AOn4CLB29MVcMJ2zPUNQDMSFN2svavui0Q,Beyond automation: How gen AI is reshaping supply chains,2 months ago,utegmMHMFKE,1141633,https://www.youtube.com/watch?v=utegmMHMFKE
UC-SJ6nODDmufqBzPBwCvYvQ,CBS Mornings,"Nobel laureate Geoffrey Hinton, often called a ""godfather of ",51:48,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 3108}",ai-innovation,0.55,future of artificial intelligence,https://i.ytimg.com/vi/qyH3NxFz3Aw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAZIOoKiijztgOZoBDDMVvKtgmdhA,"Full interview: ""Godfather of AI"" shares prediction for future of AI, issues warnings",1 month ago,qyH3NxFz3Aw,810156,https://www.youtube.com/watch?v=qyH3NxFz3Aw
UCsN32BtMd0IoByjJRNF12cw,60 Minutes,Competitive pressure among tech giants is propelling society into the ,27:21,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 1641}",ai-innovation,0.55,future of artificial intelligence,https://i.ytimg.com/vi/880TBXMuzmk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCdhcplPN0RTAEF1177tkaEIFDrQg,The AI revolution: Google's developers on the future of artificial intelligence | 60 Minutes,2 years ago,880TBXMuzmk,4171856,https://www.youtube.com/watch?v=880TBXMuzmk
UCShHFwKyhcDo3g7hr4f1R8A,World Science Festival,Catch a glimpse of the near future as ,1:25:33,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 5133}",ai-innovation,0.55,quantum computing and AI,https://i.ytimg.com/vi/gZZan4JMwk4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCXPnkojN9mFrIgyy9DqCOcsyO9wQ,AI and Quantum Computing: Glimpsing the Near Future,1 year ago,gZZan4JMwk4,541834,https://www.youtube.com/watch?v=gZZan4JMwk4
UC16niRr50-MSBwiO3YDb3RA,BBC News,Is ,16:39,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 999}",ai-innovation,0.5,future of artificial intelligence,https://i.ytimg.com/vi/LK5j3pp0Too/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAmCzjTuusrKVKTho3QCID26LAuQw,AI: What is the future of artificial intelligence? - BBC News,2 years ago,LK5j3pp0Too,778178,https://www.youtube.com/watch?v=LK5j3pp0Too
UChYs-_zjKRYhdMddjx-NPLw,Singh in USA,E-mail for BUSINESS INQUIRY & HELP- hello@singhinusa.com MUSIC CREDITS: Music From (Free Trial): ...,15:37,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 937}",ai-innovation,0.5,AI in autonomous vehicles,https://i.ytimg.com/vi/mDpsurE9qWg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDaLaMDkpNeTebWsY6X1XWTDwpMGQ,Inside Google's Driverless RoboTaxi in San Francisco! AI Future ..,1 year ago,mDpsurE9qWg,636043,https://www.youtube.com/watch?v=mDpsurE9qWg
UCcyq283he07B7_KUX07mmtA,Business Insider,The integration of ,57:05,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 3425}",ai-innovation,0.5,human-AI collaboration,https://i.ytimg.com/vi/DgtzdJPbbmM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCSA2wpp6_HEtBJns5Pleu3kpyJOQ,Human-AI Collaboration: The Key To Workplace Efficiency And Innovation | Business Insider,Streamed 1 year ago,DgtzdJPbbmM,355898,https://www.youtube.com/watch?v=DgtzdJPbbmM
UCXRrb_NqDU5IN2ensLpWbcg,Arts & Science - University of Toronto,"Recorded October 4, 2023. U of T Professor Emeritus Geoffrey Hinton is joined by Stanford University Professor Fei-Fei Li for a ...",1:48:12,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 6492}",ai-innovation,0.5,responsible AI development,https://i.ytimg.com/vi/QWWgr2rN45o/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhYIEwoZTAP&rs=AOn4CLCtOuXZges8G9mQgro2c8ordxw80A,Geoffrey Hinton in conversation with Fei-Fei Li — Responsible AI development,1 year ago,QWWgr2rN45o,193506,https://www.youtube.com/watch?v=QWWgr2rN45o
UC65iOHIfKDesHEJDgzNHZsg,Beeyond Ideas,Join us as we explore the intersection of ,26:02,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 1562}",ai-innovation,0.5,quantum computing and AI,https://i.ytimg.com/vi/WBRvwSQg-78/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAHcZcb6sb76dN2QdoqGPbbyNtmGw,"""The Next Computing Revolution is with AI-Quantum"" ft. Michio Kaku",1 year ago,WBRvwSQg-78,981135,https://www.youtube.com/watch?v=WBRvwSQg-78
UCvQECJukTDE2i6aCoMnS-Vg,Big Think,"""We're now in the initial stages of the next revolution."" Subscribe to Big Think on YouTube ...",11:18,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 678}",ai-innovation,0.5,quantum computing and AI,https://i.ytimg.com/vi/qQviI1d_hFA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBNRx0bn_gDpQMG4blp_8NzqMRm6Q,Michio Kaku: Quantum computing is the next revolution,1 year ago,qQviI1d_hFA,3111065,https://www.youtube.com/watch?v=qQviI1d_hFA
UCzQUP1qoWDoEbmsQxvdjxgQ,PowerfulJRE,Taken from JRE #1980 w/Michio Kaku: https://open.spotify.com/episode/41RxLAMSdaAd97OAFEpG3H?si=2e789f4865d84c63.,13:53,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 833}",ai-innovation,0.5,quantum computing and AI,https://i.ytimg.com/vi/cqefo5DwA2I/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDUPzHU_Vr0IeezOavFHG9WiPEKrQ,Michio Kaku on Quantum Computing and AI Chat-bots,2 years ago,cqefo5DwA2I,2022995,https://www.youtube.com/watch?v=cqefo5DwA2I
UCYUjYU5FveRAscQ8V21w81A,Murtaza's Workshop - Robotics and AI,After ,1:14:41,"{'has_transcript': False, 'educational_keywords': ['learn'], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 4481}",ai-innovation,0.49999999999999994,robotics and AI integration,https://i.ytimg.com/vi/x0oUZ4HS7lg/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD3AazGtW3eyOZLihc_GFSczV6AOg,Learn to Build your First AI Robot in 1 Hour | Python Programming,5 months ago,x0oUZ4HS7lg,74895,https://www.youtube.com/watch?v=x0oUZ4HS7lg
UC_x5XG1OV2P6uZZ5FSM9Ttw,Google for Developers,Could ,32:51,"{'has_transcript': False, 'educational_keywords': ['learn'], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 1971}",ai-innovation,0.49999999999999994,machine learning innovation,https://i.ytimg.com/vi/JzB7yS9t1YE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDa3BM61BknSR_3dNuXKKPJuGCo-A,Bringing AI and machine learning innovations to healthcare (Google I/O '18),7 years ago,JzB7yS9t1YE,92350,https://www.youtube.com/watch?v=JzB7yS9t1YE
UCftwRNsjfRo08xYE31tkiyw,WIRED,WIRED Editor At Large Steven Levy sits down with Google DeepMind CEO Demis Hassabis for a deep dive discussion on the ...,20:11,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 1211}",ai-innovation,0.45,future of artificial intelligence,https://i.ytimg.com/vi/CRraHg4Ks_g/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC6RObq-jdrs6XbbpUMTkjSo5WzBQ,Demis Hassabis On The Future of Work in the Age of AI,8 days ago,CRraHg4Ks_g,326983,https://www.youtube.com/watch?v=CRraHg4Ks_g
UCW39zufHfsuGgpLviKh297Q,DW Documentary,Artificial intelligence,28:26,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 1706}",ai-innovation,0.45,AI in healthcare breakthroughs,https://i.ytimg.com/vi/vyit-1zKsZ4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDCZYkT7ONLJn5GHF9dRs8W5g59NA,"Doctors, apps and artificial intelligence - The future of medicine | DW Documentary",2 years ago,vyit-1zKsZ4,140738,https://www.youtube.com/watch?v=vyit-1zKsZ4
UCIvbT_2gRdj8_Y0ZadGk-mg,Ronald van Loon,OracleAmbassador @Oracle #Agile #DataScience #DigitalTransformation Join our #Broadcast Now! Experience #,1:13:11,"{'has_transcript': False, 'educational_keywords': ['learn'], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 4391}",ai-innovation,0.45,machine learning innovation,https://i.ytimg.com/vi/0x4uUNHP3os/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCw9Exy9wNR_4-h2lfDY4MWVwEuwQ,"Experience Innovation: Four Exciting AI, Machine Learning and Predictive Analytics Use Cases",Streamed 5 years ago,0x4uUNHP3os,10180,https://www.youtube.com/watch?v=0x4uUNHP3os
UCBpxspUNl1Th33XbugiHJzw,MIT CSAIL,Videographer: Mike Grimmett Director: Rachel Gordon PA: Alex Shipps.,19:39,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'series', 'estimated_learning_time': 1179}",ai-innovation,0.45,AI in finance innovation,https://i.ytimg.com/vi/ui7kRlJMqjM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD1RCch59ZbXeotXbBThAN0wU3Lig,"MIT Professor on How AI & LLMs are Shaping Financial Advice, Analysis, & Risk Management: Part 1",8 months ago,ui7kRlJMqjM,102653,https://www.youtube.com/watch?v=ui7kRlJMqjM
UCoUxsWakJucWg46KW5RsvPw,Financial Times,Generative ,17:06,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 1026}",ai-innovation,0.45,AI in finance innovation,https://i.ytimg.com/vi/hQX_wIW9Nh0/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLArfOnKVEz-xXqJUo3wdev22-ZBZw,"AI is transforming the world of work, are we ready for it? | FT Working It",6 months ago,hQX_wIW9Nh0,374501,https://www.youtube.com/watch?v=hQX_wIW9Nh0
UC7kCeZ53sli_9XwuQeFxLqw,Ticker Symbol: YOU,I flew 8400 miles to see the latest ,16:25,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 985}",ai-innovation,0.45,AI investment trends,https://i.ytimg.com/vi/5VsJJC5_8uI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC9dNEXChgfcdxARxJnQ6Y8fQIdfQ,GET IN EARLY! I'm Investing In 3 HUGE AI Trends (COMPUTEX 2025),7 days ago,5VsJJC5_8uI,106338,https://www.youtube.com/watch?v=5VsJJC5_8uI
UC0p5jTq6Xx_DosDFxVXnWaQ,The Economist,A new wave of ,20:58,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 1258}",ai-innovation,0.45,AI in entertainment industry,https://i.ytimg.com/vi/bvXgJKqpnSk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBYu2Cse3gM7CQe8mADZHnaGwJAdA,How AI is generating a revolution in entertainment,1 year ago,bvXgJKqpnSk,304854,https://www.youtube.com/watch?v=bvXgJKqpnSk
UCK7tptUDHh-RYDsdxO1-5QQ,The Wall Street Journal,A growing number of classrooms in China are equipped with ,5:44,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 344}",ai-innovation,0.44999999999999996,AI in education technology,https://i.ytimg.com/vi/JMLsHI8aV0g/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDCt28_R00iHzNGFDXW0SoNZhU-Og,How China Is Using Artificial Intelligence in Classrooms | WSJ,5 years ago,JMLsHI8aV0g,4027330,https://www.youtube.com/watch?v=JMLsHI8aV0g
UCakdd02jzfgmsXVsKbsKXfw,ToP Projects Compilation,This video contains 12 New and Interesting ,7:50,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 470}",ai-innovation,0.44999999999999996,robotics and AI integration,https://i.ytimg.com/vi/bDN7vV50rSs/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD0__Ihf0SQqpqybdxua9VUvRty7g,"12 New AI Projects using Raspberry-Pi, Jetson Nano & more",1 year ago,bDN7vV50rSs,1009224,https://www.youtube.com/watch?v=bDN7vV50rSs
