channel_id,channel_name,description,duration,educational_indicators,genre,quality_score,search_query,thumbnail_url,title,upload_date,video_id,view_count,youtube_url
UCEWpbFLzoYGPfuWUMFPSaoA,The Organic Chemistry Tutor,This video provides a ,26:19,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'beginner', 'course_type': 'standalone', 'estimated_learning_time': 1579}",chemistry,0.4,polymer chemistry basics,https://i.ytimg.com/vi/JknzbSVBuYM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAg9O8HKsarEqvPFDMLTtfs8Vihiw,Polymers - Basic Introduction,2 years ago,JknzbSVBuYM,213459,https://www.youtube.com/watch?v=JknzbSVBuYM
UCD16eo98AXl-9T61Xd711kQ,Competition Wallah,To boost up your NEET 2021 preparation we have started NEET SPRINT Revision Series on our PhysicsWallah app. For more ...,1:24:31,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 5071}",chemistry,0.4,polymer chemistry basics,https://i.ytimg.com/vi/BC1nk4x5BlQ/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAsJOf8NowvanzAHhjzokHK7t_IWQ,"POLYMERS in One Shot - All Concepts, Tricks & PYQs | Class 12 | NEET",Streamed 3 years ago,BC1nk4x5BlQ,2047335,https://www.youtube.com/watch?v=BC1nk4x5BlQ
UCko6jJyo-wUQmWhjGNAIrwg,PW English Medium,Timestamps:- • 00:00 – Introduction • 1:16 – ,52:06,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 3126}",chemistry,0.4,environmental chemistry topics,https://i.ytimg.com/vi/Qj0dy2FqB30/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAWFfcpaMMZlEUEzgIYlrB-XIj1Hg,Environmental Chemistry In One Shot - JEE/NEET/Class 11th Boards | Victory Batch,2 years ago,Qj0dy2FqB30,117731,https://www.youtube.com/watch?v=Qj0dy2FqB30
UCD16eo98AXl-9T61Xd711kQ,Competition Wallah,"In this ongoing UMEED Batch of 12th Course, Pankaj Sir of Competition Wallah is explaining to you about the (",1:41:40,"{'has_transcript': False, 'educational_keywords': ['course'], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 6100}",chemistry,0.4,environmental chemistry topics,https://i.ytimg.com/vi/dIQfjyOc7H0/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCdWGXXC2POp_fBOm2QzA_dWAj7BQ,ENVIRONMENTAL CHEMISTRY in One Shot - All Theory & PYQs | Class 11 | NEET,Streamed 3 years ago,dIQfjyOc7H0,1202190,https://www.youtube.com/watch?v=dIQfjyOc7H0
UCS3wWlfGUijnRIf745lRl2A,FuseSchool - Global Education,Acid Rain | ,5:37,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 337}",chemistry,0.4,environmental chemistry topics,https://i.ytimg.com/vi/Nf8cuvl62Vc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBMmUUIXtbU8CKIoIH0Zue5lOlAXw,Acid Rain | Environmental Chemistry | Chemistry | FuseSchool,10 years ago,Nf8cuvl62Vc,766983,https://www.youtube.com/watch?v=Nf8cuvl62Vc
UCr3GuyRSJO1yRwzTt5rzFWA,New Business Ideas,Hai friends Today we look at this video. Top 10 Most Profitable Business Ideas In ,6:23,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 383}",chemistry,0.4,industrial chemistry processes,https://i.ytimg.com/vi/tWLeK2kmxIM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDRGeV19bEyYQjPxwD_ATtLa4iTig,Top 10 Most Profitable Business Ideas in Chemical Industry,2 years ago,tWLeK2kmxIM,195580,https://www.youtube.com/watch?v=tWLeK2kmxIM
UC-xsyLgvrxdv5QKGXoWfTKA,PostHarvest,What makes up your ,5:31,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 331}",chemistry,0.4,food chemistry science,https://i.ytimg.com/vi/yg-fcTyUGjc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAZ1tKlfS1UMFMo_8OaIiqfODUHpQ,Food Chemistry | The Science of Food Components,5 years ago,yg-fcTyUGjc,123382,https://www.youtube.com/watch?v=yg-fcTyUGjc
UCo7a6riBFJ3tkeHjvkXPn1g,CNBC International,More than half of the calories consumed in an average household in the U.S. or U.K. comes from ultra-processed ,9:25,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 565}",chemistry,0.4,food chemistry science,https://i.ytimg.com/vi/Ssu3MR6ql4k/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCksJFfCpmXNfIADJbgbCEr6VQmVg,Why do we have chemicals in our food?,1 year ago,Ssu3MR6ql4k,731697,https://www.youtube.com/watch?v=Ssu3MR6ql4k
UCrx-FlNM6BWOJvu3re6HH7w,4G Silver Academy தமிழ்,Applications,11:12,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 672}",chemistry,0.4,nanochemistry applications,https://i.ytimg.com/vi/DPYpPEXlwlQ/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB2WGcc3cn8ofHS4rAhxh9lDtqHKA,"Applications of nanomaterials in medicine, agriculture, energy, electronics and catalysis in Tamil",2 years ago,DPYpPEXlwlQ,132922,https://www.youtube.com/watch?v=DPYpPEXlwlQ
UCf2y7Lja5eCHlNJ_Lu8vOJg,Pearls Excel (Pearls Excel),"This video lecture gives brief introduction to nanomaterials, its types, Classification and synthesis of nanomaterials by physical, ...",29:04,"{'has_transcript': False, 'educational_keywords': ['lecture'], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 1744}",chemistry,0.4,nanochemistry applications,https://i.ytimg.com/vi/jDuzWlz9BaY/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBJgzCE3moI-GmL3fBU-zS2muvGUw,Easy way to understand all concepts of Nanochemistry.,5 years ago,jDuzWlz9BaY,142460,https://www.youtube.com/watch?v=jDuzWlz9BaY
UCGbAN9gmfXb530Y1RA8njyw,Kalabharathi Academy ,Description.,8:22,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 502}",chemistry,0.4,chemistry nomenclature rules,https://i.ytimg.com/vi/18b5UHCX5nw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDXm6DWz2T2YtTyrkIxr3lYDynfSg,17.Chemistry | Fundamentals of Organic Chemistry | IUPAC naming of compounds practice 1,6 years ago,18b5UHCX5nw,421780,https://www.youtube.com/watch?v=18b5UHCX5nw
UCuj62CBaFGCS5sFlae_ktPA,Wits University OFFICIAL,"In this chemistry tutorial video, we describe the correct ",6:36,"{'has_transcript': False, 'educational_keywords': ['tutorial'], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 396}",chemistry,0.4,titration lab procedure,https://i.ytimg.com/vi/YqfvRBJ-iPg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDBoxxs8hwFLMPj9OEVWJ35UT38vg,What is a Titration and how is it performed?,6 years ago,YqfvRBJ-iPg,498072,https://www.youtube.com/watch?v=YqfvRBJ-iPg
UCUFjs1YL_rfNsMx90yAunxg,Ali Hayek,This video is about the ,8:18,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 498}",chemistry,0.4,titration lab procedure,https://i.ytimg.com/vi/HVjvFydMOc8/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA7yQlqyEuRjdwWrnrdV8npvQZzSw,Lab Demonstration | Acid - Base Titration.,9 years ago,HVjvFydMOc8,429500,https://www.youtube.com/watch?v=HVjvFydMOc8
UCoh-C01mA3H32unyTAOF0NQ,Dr. Parth Goyal,"In this video, I will share a Practical strategy for ",11:03,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 663}",chemistry,0.4,NEET Chemistry preparation,https://i.ytimg.com/vi/nWxnJc8sr7s/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBNvHCd7ygz72iaG5mPaJlCgG237g,Be the GOD of NEET Chemistry - “BAAP” Strategy to Score 180/180 in NEET!,5 months ago,nWxnJc8sr7s,260438,https://www.youtube.com/watch?v=nWxnJc8sr7s
UCVJU_IChPMOe8RWkdVQjtfQ,JEE Wallah,Timestamps 00:00 - Introduction 9:15 - Periodic Classification of elements 35:49 - Shielding Effect 47:03 - Effective Nuclear ...,3:55:02,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'beginner', 'course_type': 'complete_course', 'estimated_learning_time': 14102}",chemistry,0.35000000000000003,inorganic chemistry basics,https://i.ytimg.com/vi/GiAwLAaoMck/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBck4wtcJZnlfGKwp2rhmJsf4ASkA,Complete Class 11th INORGANIC CHEMISTRY: Make Your Basics Super Strong || Lakshya JEE 2026🔥,Streamed 2 months ago,GiAwLAaoMck,337034,https://www.youtube.com/watch?v=GiAwLAaoMck
UCLOirac2M8MA2vw7AHglOTQ,Pharma Growth Hub,... formulas in ,31:27,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 1887}",chemistry,0.35000000000000003,analytical chemistry methods,https://i.ytimg.com/vi/4gfsjCLU_t0/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD_P0aq24MbUa2JkQ24pNyniSPbSQ,What is Method Validation? How to perform Method Validation?,2 years ago,4gfsjCLU_t0,62858,https://www.youtube.com/watch?v=4gfsjCLU_t0
UCHjN4esdolE7oeQklNz-riQ,Anjali Chaturvedi,lntroduction Classification Terms used in titrimetry.,16:42,"{'has_transcript': False, 'educational_keywords': ['lecture'], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 1002}",chemistry,0.35000000000000003,analytical chemistry methods,https://i.ytimg.com/vi/FpBK7FcOhBI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDLKwm7jcUX1VbfKCErjFlryVj65w,Unit _2 Classical Methods of Analysis Lecture - 1,4 years ago,FpBK7FcOhBI,11134,https://www.youtube.com/watch?v=FpBK7FcOhBI
UCVJU_IChPMOe8RWkdVQjtfQ,JEE Wallah,Join FREE MANZIL Test Series: https://physicswallah.onelink.me/ZAZB/2ng2dt9v Telegram: https://t.me/pwjeewallah PW ...,6:33:57,"{'has_transcript': False, 'educational_keywords': ['advanced'], 'difficulty_level': 'advanced', 'course_type': 'standalone', 'estimated_learning_time': 23637}",chemistry,0.35000000000000003,JEE Main Advanced Chemistry,https://i.ytimg.com/vi/qN6yALfr9Yo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCbzi4gvw_Mdw8Y-UT6Ak0dAHhqGQ,SOLUTIONS in One Shot: All Concepts & PYQs Covered | JEE Main & Advanced,Streamed 6 months ago,qN6yALfr9Yo,768440,https://www.youtube.com/watch?v=qN6yALfr9Yo
UCbe9tPmv6YKA8k5irnwId2A,Production Technology,"For further topics related to petroleum engineering, visit our website: Website: https://production-technology.org LinkedIn: ...",2:49,"{'has_transcript': False, 'educational_keywords': ['explained'], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 169}",chemistry,0.35,industrial chemistry processes,https://i.ytimg.com/vi/vD0kbdIS6kE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBcxb7dGZKmih9ftmmrZTw0z0toHw,Petroleum refining processes explained simply,6 years ago,vD0kbdIS6kE,2045877,https://www.youtube.com/watch?v=vD0kbdIS6kE
UCan6AI1ASU12XvVTom1WglQ,Nishant Jindal [IIT Delhi],What is Greatest Mentorship Program (GMP) for ,0:55,"{'has_transcript': False, 'educational_keywords': ['advanced'], 'difficulty_level': 'advanced', 'course_type': 'standalone', 'estimated_learning_time': 55}",chemistry,0.35,JEE Main Advanced Chemistry,https://i.ytimg.com/vi/htjyODFnsZI/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhlIEkoQDAP&rs=AOn4CLA-nHas8SNdn7tvFiwtXHArr2CxZg,🔥Chemistry hack for JEE ADVANCED! #jee #iit #jeeadvanced #tipsandtricks #strategy,1 year ago,htjyODFnsZI,1053126,https://www.youtube.com/watch?v=htjyODFnsZI
UCiiCBI-DdZ35GFtobdMbaYQ,Keep Grinding,,0:14,"{'has_transcript': False, 'educational_keywords': ['advanced'], 'difficulty_level': 'advanced', 'course_type': 'standalone', 'estimated_learning_time': 14}",chemistry,0.30000000000000004,chemistry JEE NEET,https://i.ytimg.com/vi/0uqMiNu3_lU/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhyIE8oPTAP&rs=AOn4CLCLG7-gBa6mCO5ofIRXTVpk6jCBwg,How to study physical chemistry for IIT JEE | #iit #jeeadvanced #jee #motivation #iitmotivation#nit,2 years ago,0uqMiNu3_lU,391775,https://www.youtube.com/watch?v=0uqMiNu3_lU
UCAOYA6Wvj-IqnyzqKfWaOVQ,MCP masters,Electronic configuration: https://youtu.be/ic_rBFERK6U.,32:00,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'beginner', 'course_type': 'standalone', 'estimated_learning_time': 1920}",chemistry,0.30000000000000004,inorganic chemistry basics,https://i.ytimg.com/vi/Gw4YJNwTqNc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLArPYw298LxIRsMCu_lsf3WKnjUXg,Basics of Inorganic Chemistry in One shot|All Basics you need to know in Class11 & 12!,1 year ago,Gw4YJNwTqNc,14087,https://www.youtube.com/watch?v=Gw4YJNwTqNc
UCdQwYksctqqiRwqp3PiJMWA,Unacademy NEET,Dive into the fundamentals of ,2:09:05,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'beginner', 'course_type': 'standalone', 'estimated_learning_time': 7745}",chemistry,0.30000000000000004,inorganic chemistry basics,https://i.ytimg.com/vi/gNUXcRB4mdw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCKTZpUpcFR61hql49-VWZn027hqA,Basics of Inorganic Chemistry | Quantum Numbers and Electronic Configuration | NEET 2024 | Akansha,Streamed 1 year ago,gNUXcRB4mdw,222007,https://www.youtube.com/watch?v=gNUXcRB4mdw
UCVJU_IChPMOe8RWkdVQjtfQ,JEE Wallah,------------------------------------------------------- 1st Class of ,1:55:01,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 6901}",chemistry,0.30000000000000004,physical chemistry concepts,https://i.ytimg.com/vi/G5HLJgyVgzw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDedK_sCI7i6HyzY6g1E5vvZeHyBA,1st Class of Chemistry by Nikhil Sir || LAKSHYA JEE 2.0 2026 Batch 🔥,Streamed 2 days ago,G5HLJgyVgzw,110757,https://www.youtube.com/watch?v=G5HLJgyVgzw
UCiMlbP4hCs8PXo1LsSsXy1g,Dr. Biochem Lectures,This lecture provide introduction to the ,11:41,"{'has_transcript': False, 'educational_keywords': ['lecture'], 'difficulty_level': 'beginner', 'course_type': 'standalone', 'estimated_learning_time': 701}",chemistry,0.30000000000000004,analytical chemistry methods,https://i.ytimg.com/vi/-RYOVsevKys/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDXHpZFzH6khnxqMH9m6wJLyZgKww,Introduction to Analytical Chemistry,3 years ago,-RYOVsevKys,15208,https://www.youtube.com/watch?v=-RYOVsevKys
UCbYfB_wZYorJ318WRrvDyqQ,The ManabuX,This video briefly talks about the history of ,20:29,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'beginner', 'course_type': 'standalone', 'estimated_learning_time': 1229}",chemistry,0.30000000000000004,analytical chemistry methods,https://i.ytimg.com/vi/l5yr65ys9Ms/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC4-B-2BgNqq8fcqzdwanQYQWD0FA,L1: Introduction to Analytical Chemistry,4 years ago,l5yr65ys9Ms,12620,https://www.youtube.com/watch?v=l5yr65ys9Ms
UC2cp5lyXDhsTgiCe2hGzNig,Dynamic Chemistry,Analytical chemistry,21:02,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 1262}",chemistry,0.30000000000000004,analytical chemistry methods,https://i.ytimg.com/vi/JXGidZTw6N8/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAN6Kcy2PnhTllb7vWg-w4tCcZp1g,Analytical chemistry| Analytical methods| Polytechnic Trb| Unit 1| PGTRB| NEET| JEE|,5 years ago,JXGidZTw6N8,11153,https://www.youtube.com/watch?v=JXGidZTw6N8
UCYgL81lc7DOLNhnel1_J6Vg,Math and Science,"In this video, we explore the ",1:00:11,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 3611}",chemistry,0.30000000000000004,periodic table explained,https://i.ytimg.com/vi/3NhBzKP03gY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCYoJ6LAb0riyZQwnqUow3zQLTcFA,What is the Periodic Table?  How are Elements Organized?,2 years ago,3NhBzKP03gY,392807,https://www.youtube.com/watch?v=3NhBzKP03gY
UCeAnrUKcxFGrMXfHgj0eMjg,Manocha Academy,Ionic and covalent bonds are two fundamental ,47:18,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 2838}",chemistry,0.30000000000000004,chemical bonding types,https://i.ytimg.com/vi/JXvE9IhO1EU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBL004pXnQ4Rq-p4Hk7w0yN1Jl_BA,Ionic and Covalent Bonding | Chemical Bonding,1 year ago,JXvE9IhO1EU,79936,https://www.youtube.com/watch?v=JXvE9IhO1EU
UCEWpbFLzoYGPfuWUMFPSaoA,The Organic Chemistry Tutor,This chemistry video provides a list of ,8:04,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 484}",chemistry,0.30000000000000004,stoichiometry calculations,https://i.ytimg.com/vi/FyALsC4IX9Y/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLClrJFrJBkV62OjvYZi5jgKi80kZg,Stoichiometry Formulas and Equations - College Chemistry,1 year ago,FyALsC4IX9Y,74990,https://www.youtube.com/watch?v=FyALsC4IX9Y
UC9v_KhFxEX6D4f3oDd9_LIQ,NEET Adda247,"Welcome to our engaging chemistry lecture, where We will discuss the toopic ",17:36,"{'has_transcript': False, 'educational_keywords': ['lecture'], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 1056}",chemistry,0.30000000000000004,stoichiometry calculations,https://i.ytimg.com/vi/JViydGyks-4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBvHIcoimO7_G34Myn_LNc7rh_W4w,Stoichiometry Class 11| Calculations & Tricks | NEET 2025 | Nitesh Devnani,8 months ago,JViydGyks-4,18513,https://www.youtube.com/watch?v=JViydGyks-4
UCEg3PHVR0vt3azbs_Qk_6cw,"LearnoHub - Class 11, 12",LearnoHub Atharv Batch for Class 11 : LIVE classes Mon-Fri at 4:30PM LearnoHub Anant Batch for Class 12 : LIVE classes ...,2:26:08,"{'has_transcript': False, 'educational_keywords': ['learn'], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 8768}",chemistry,0.30000000000000004,thermodynamics in chemistry,https://i.ytimg.com/vi/pybOLaaEu_U/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCmrUeONGrDN8XRKJcR8sGVb5CLoA,Thermodynamics Class 11 Chemistry  NCERT Chapter 5 One Shot | New NCERT CBSE | Full chapter,9 months ago,pybOLaaEu_U,754991,https://www.youtube.com/watch?v=pybOLaaEu_U
UCAOYA6Wvj-IqnyzqKfWaOVQ,MCP masters,,20:40,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 1240}",chemistry,0.30000000000000004,electrochemistry principles,https://i.ytimg.com/vi/vrY6buyv0LU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDMPy3CXtpzjbpUlzSDuxcAmJ6UrA,Electrochemical Principle of Metallurgy & Hall-Heroult Process|Class12|Metallurgy,2 years ago,vrY6buyv0LU,37747,https://www.youtube.com/watch?v=vrY6buyv0LU
UCXAS_Ekkq0iFJ9dSUIkcAkw,The Efficient Engineer,--- ,25:57,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 1557}",chemistry,0.30000000000000004,polymer chemistry basics,https://i.ytimg.com/vi/bycVtx07f0w/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDvxdv0Z2AccgreXrmewbYzQmbiGg,The Surprising Science of Plastics,2 months ago,bycVtx07f0w,97379,https://www.youtube.com/watch?v=bycVtx07f0w
UCS3wWlfGUijnRIf745lRl2A,FuseSchool - Global Education,Chemical industries,5:41,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'unknown', 'course_type': 'standalone', 'estimated_learning_time': 341}",chemistry,0.30000000000000004,industrial chemistry processes,https://i.ytimg.com/vi/TZ7qx7KPTFY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBPA98ByQ5du7596eyheIDDauRI8A,What Types of Chemical Industries Are There | Environmental Chemistry | Chemistry | FuseSchool,9 years ago,TZ7qx7KPTFY,83933,https://www.youtube.com/watch?v=TZ7qx7KPTFY
UClhwcvMN-xxbbiNuUCGi3RA,YR Pharma Tube,"Also watch, INTRODUCTION TO ",12:55,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'beginner', 'course_type': 'standalone', 'estimated_learning_time': 775}",chemistry,0.30000000000000004,medicinal chemistry overview,https://i.ytimg.com/vi/mR3NbqpTe3s/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCmOJ5HklkdKicG3V3IyF2_IEyMTg,Introduction to Medicinal Chemistry | Introduction to Medicinal Chemistry | YR Pharma Tube,4 years ago,mR3NbqpTe3s,19689,https://www.youtube.com/watch?v=mR3NbqpTe3s
UCIMtLUh-ChBKfQpR2FGRlFQ,The Histone Science Academy,the basic concept of ,28:45,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'beginner', 'course_type': 'standalone', 'estimated_learning_time': 1725}",chemistry,0.30000000000000004,medicinal chemistry overview,https://i.ytimg.com/vi/gJfd9URcPqQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAu_K3ALihKnOZ1OspvTLUG8-yK9g,Basics of Medicinal Chemistry,6 years ago,gJfd9URcPqQ,26680,https://www.youtube.com/watch?v=gJfd9URcPqQ
UCYa1WtI-vb_bx-anHdmpNfA,NPTEL-NOC IITM,So welcome to the NPTEL course on ,34:56,"{'has_transcript': False, 'educational_keywords': ['course'], 'difficulty_level': 'beginner', 'course_type': 'series', 'estimated_learning_time': 2096}",chemistry,0.30000000000000004,medicinal chemistry overview,https://i.ytimg.com/vi/UHEXXGiegd0/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDJm8r_1jmS1xhrX6gJSBjTEsg8qg,Introduction to Medicinal Chemistry Part-I,6 years ago,UHEXXGiegd0,68529,https://www.youtube.com/watch?v=UHEXXGiegd0
UCKfxWbtJkL7HCWtfpcpBU-w,Pharmacology Concepts By Rajesh Choudhary,Medicinal Chemistry,17:31,"{'has_transcript': False, 'educational_keywords': [], 'difficulty_level': 'beginner', 'course_type': 'standalone', 'estimated_learning_time': 1051}",chemistry,0.30000000000000004,medicinal chemistry overview,https://i.ytimg.com/vi/OUmKEjSmhLk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBW8cYtm0xRh1ZPVBaDP_vYylcGAQ,Medicinal Chemistry: Introduction and History & Development of Medicines,4 years ago,OUmKEjSmhLk,38537,https://www.youtube.com/watch?v=OUmKEjSmhLk
